Year,Region,Country,Country Code,Religion,Subreligion,Followers
1990,Europe,Russia,RUS,No Religion,,171251405
1995,Europe,Russia,RUS,No Religion,,93097620
2000,Europe,Russia,RUS,No Religion,,17800000
2005,Europe,Russia,RUS,No Religion,,17200000
2010,Europe,Russia,RUS,No Religion,,20000000
1995,Europe,Estonia,EST,No Religion,,794845
2000,Europe,Estonia,EST,No Religion,,760000
2005,Europe,Estonia,EST,No Religion,,842500
2010,Europe,Estonia,EST,No Religion,,925000
1995,Europe,Latvia,LAT,No Religion,,1132200
2000,Europe,Latvia,LAT,No Religion,,1050000
2005,Europe,Latvia,LAT,No Religion,,950000
2010,Europe,Latvia,LAT,No Religion,,450000
1995,Europe,Lithuania,LIT,No Religion,,520100
2000,Europe,Lithuania,LIT,No Religion,,475000
2005,Europe,Lithuania,LIT,No Religion,,450000
2010,Europe,Lithuania,LIT,No Religion,,505000
1995,Europe,Ukraine,UKR,No Religion,,10135400
2000,Europe,Ukraine,UKR,No Religion,,8200000
2005,Europe,Ukraine,UKR,No Religion,,7500000
2010,Europe,Ukraine,UKR,No Religion,,6200000
1995,Europe,Belarus,BLR,No Religion,,2950000
2000,Europe,Belarus,BLR,No Religion,,4200000
2005,Europe,Belarus,BLR,No Religion,,4822500
2010,Europe,Belarus,BLR,No Religion,,3900595
1995,Europe,Armenia,ARM,No Religion,,459000
2000,Europe,Armenia,ARM,No Religion,,60000
2005,Europe,Armenia,ARM,No Religion,,110000
2010,Europe,Armenia,ARM,No Religion,,112300
1995,Europe,Georgia,GRG,No Religion,,216680
2000,Europe,Georgia,GRG,No Religion,,75800
2005,Europe,Georgia,GRG,No Religion,,175000
2010,Europe,Georgia,GRG,No Religion,,390000
1995,Europe,Azerbaijan,AZE,No Religion,,430898
2000,Europe,Azerbaijan,AZE,No Religion,,455000
2005,Europe,Azerbaijan,AZE,No Religion,,75000
2010,Europe,Azerbaijan,AZE,No Religion,,175000
1945,Europe,Finland,FIN,No Religion,,77534
1950,Europe,Finland,FIN,No Religion,,112252
1955,Europe,Finland,FIN,No Religion,,155465
1960,Europe,Finland,FIN,No Religion,,198679
1965,Europe,Finland,FIN,No Religion,,241892
1970,Europe,Finland,FIN,No Religion,,248724
1975,Europe,Finland,FIN,No Religion,,310926
1980,Europe,Finland,FIN,No Religion,,372840
1985,Europe,Finland,FIN,No Religion,,441180
1990,Europe,Finland,FIN,No Religion,,508572
1995,Europe,Finland,FIN,No Religion,,618068
2000,Europe,Finland,FIN,No Religion,,667704
2005,Europe,Finland,FIN,No Religion,,771162
2010,Europe,Finland,FIN,No Religion,,890650
1945,Europe,Sweden,SWD,No Religion,,199200
1950,Europe,Sweden,SWD,No Religion,,352350
1955,Europe,Sweden,SWD,No Religion,,290480
1960,Europe,Sweden,SWD,No Religion,,224400
1965,Europe,Sweden,SWD,No Religion,,309360
1970,Europe,Sweden,SWD,No Religion,,402150
1975,Europe,Sweden,SWD,No Religion,,491580
1980,Europe,Sweden,SWD,No Religion,,551700
1985,Europe,Sweden,SWD,No Religion,,501000
1990,Europe,Sweden,SWD,No Religion,,513540
1995,Europe,Sweden,SWD,No Religion,,618170
2000,Europe,Sweden,SWD,No Religion,,792990
2005,Europe,Sweden,SWD,No Religion,,993300
2010,Europe,Sweden,SWD,No Religion,,1500643
1945,Europe,Norway,NOR,No Religion,,23058
1950,Europe,Norway,NOR,No Religion,,23087
1955,Europe,Norway,NOR,No Religion,,68540
1960,Europe,Norway,NOR,No Religion,,107430
1965,Europe,Norway,NOR,No Religion,,148920
1970,Europe,Norway,NOR,No Religion,,232620
1975,Europe,Norway,NOR,No Religion,,320560
1980,Europe,Norway,NOR,No Religion,,367740
1985,Europe,Norway,NOR,No Religion,,373770
1990,Europe,Norway,NOR,No Religion,,339280
1995,Europe,Norway,NOR,No Religion,,261540
2000,Europe,Norway,NOR,No Religion,,326000
2005,Europe,Norway,NOR,No Religion,,345000
2010,Europe,Norway,NOR,No Religion,,540000
1945,Europe,Denmark,DEN,No Religion,,15423
1950,Europe,Denmark,DEN,No Religion,,30018
1955,Europe,Denmark,DEN,No Religion,,48421
1960,Europe,Denmark,DEN,No Religion,,51825
1965,Europe,Denmark,DEN,No Religion,,74228
1970,Europe,Denmark,DEN,No Religion,,85631
1975,Europe,Denmark,DEN,No Religion,,170353
1980,Europe,Denmark,DEN,No Religion,,197076
1985,Europe,Denmark,DEN,No Religion,,223798
1990,Europe,Denmark,DEN,No Religion,,250520
1995,Europe,Denmark,DEN,No Religion,,356035
2000,Europe,Denmark,DEN,No Religion,,435000
2005,Europe,Denmark,DEN,No Religion,,471500
2010,Europe,Denmark,DEN,No Religion,,560000
1945,Europe,Iceland,ICE,No Religion,,2326
1950,Europe,Iceland,ICE,No Religion,,2242
1955,Europe,Iceland,ICE,No Religion,,2161
1960,Europe,Iceland,ICE,No Religion,,2080
1965,Europe,Iceland,ICE,No Religion,,1999
1970,Europe,Iceland,ICE,No Religion,,2192
1975,Europe,Iceland,ICE,No Religion,,2354
1980,Europe,Iceland,ICE,No Religion,,2610
1985,Europe,Iceland,ICE,No Religion,,3049
1990,Europe,Iceland,ICE,No Religion,,3529
1995,Europe,Iceland,ICE,No Religion,,3923
2000,Europe,Iceland,ICE,No Religion,,6037
2005,Europe,Iceland,ICE,No Religion,,7211
2010,Europe,Iceland,ICE,No Religion,,10309
1975,Africa,Cape Verde,CAP,No Religion,,2000
1980,Africa,Cape Verde,CAP,No Religion,,2200
1985,Africa,Cape Verde,CAP,No Religion,,2400
1990,Africa,Cape Verde,CAP,No Religion,,2600
1995,Africa,Cape Verde,CAP,No Religion,,2900
2000,Africa,Cape Verde,CAP,No Religion,,3454
2005,Africa,Cape Verde,CAP,No Religion,,8380
2010,Africa,Cape Verde,CAP,No Religion,,8500
1975,Africa,Sao Tome and Principe,STP,No Religion,,0
1980,Africa,Sao Tome and Principe,STP,No Religion,,0
1985,Africa,Sao Tome and Principe,STP,No Religion,,0
1990,Africa,Sao Tome and Principe,STP,No Religion,,900
1995,Africa,Sao Tome and Principe,STP,No Religion,,1167
2000,Africa,Sao Tome and Principe,STP,No Religion,,4450
2005,Africa,Sao Tome and Principe,STP,No Religion,,3235
2010,Africa,Sao Tome and Principe,STP,No Religion,,2020
1975,Africa,Guinea-Bissau,GNB,No Religion,,0
1980,Africa,Guinea-Bissau,GNB,No Religion,,900
1985,Africa,Guinea-Bissau,GNB,No Religion,,8690
1990,Africa,Guinea-Bissau,GNB,No Religion,,13600
1995,Africa,Guinea-Bissau,GNB,No Religion,,14628
2000,Africa,Guinea-Bissau,GNB,No Religion,,15657
2005,Africa,Guinea-Bissau,GNB,No Religion,,19200
2010,Africa,Guinea-Bissau,GNB,No Religion,,24000
1970,Africa,Equatorial Guinea,EQG,No Religion,,12810
1975,Africa,Equatorial Guinea,EQG,No Religion,,6000
1980,Africa,Equatorial Guinea,EQG,No Religion,,7500
1985,Africa,Equatorial Guinea,EQG,No Religion,,6240
1990,Africa,Equatorial Guinea,EQG,No Religion,,11000
1995,Africa,Equatorial Guinea,EQG,No Religion,,11370
2000,Africa,Equatorial Guinea,EQG,No Religion,,14500
2005,Africa,Equatorial Guinea,EQG,No Religion,,18000
2010,Africa,Equatorial Guinea,EQG,No Religion,,24000
1965,Africa,Gambia,GAM,No Religion,,1777
1970,Africa,Gambia,GAM,No Religion,,2011
1975,Africa,Gambia,GAM,No Religion,,2752
1980,Africa,Gambia,GAM,No Religion,,3423
1985,Africa,Gambia,GAM,No Religion,,4259
1990,Africa,Gambia,GAM,No Religion,,5300
1995,Africa,Gambia,GAM,No Religion,,6594
2000,Africa,Gambia,GAM,No Religion,,7888
2005,Africa,Gambia,GAM,No Religion,,8711
2010,Africa,Gambia,GAM,No Religion,,8900
1960,Africa,Mali,MLI,No Religion,,2903
1965,Africa,Mali,MLI,No Religion,,3492
1970,Africa,Mali,MLI,No Religion,,4201
1975,Africa,Mali,MLI,No Religion,,4700
1980,Africa,Mali,MLI,No Religion,,6080
1985,Africa,Mali,MLI,No Religion,,7314
1990,Africa,Mali,MLI,No Religion,,8800
1995,Africa,Mali,MLI,No Religion,,10586
2000,Africa,Mali,MLI,No Religion,,12373
2005,Africa,Mali,MLI,No Religion,,11500
2010,Africa,Mali,MLI,No Religion,,25200
1960,Africa,Senegal,SEN,No Religion,,79760
1965,Africa,Senegal,SEN,No Religion,,70367
1970,Africa,Senegal,SEN,No Religion,,60973
1975,Africa,Senegal,SEN,No Religion,,51580
1980,Africa,Senegal,SEN,No Religion,,42187
1985,Africa,Senegal,SEN,No Religion,,32793
1990,Africa,Senegal,SEN,No Religion,,23400
1995,Africa,Senegal,SEN,No Religion,,20441
2000,Africa,Senegal,SEN,No Religion,,15200
2005,Africa,Senegal,SEN,No Religion,,16700
2010,Africa,Senegal,SEN,No Religion,,20144
1960,Africa,Benin,BEN,No Religion,,113
1965,Africa,Benin,BEN,No Religion,,255
1970,Africa,Benin,BEN,No Religion,,573
1975,Africa,Benin,BEN,No Religion,,1286
1980,Africa,Benin,BEN,No Religion,,2000
1985,Africa,Benin,BEN,No Religion,,4200
1990,Africa,Benin,BEN,No Religion,,7200
1995,Africa,Benin,BEN,No Religion,,11108
2000,Africa,Benin,BEN,No Religion,,125000
2005,Africa,Benin,BEN,No Religion,,283500
2010,Africa,Benin,BEN,No Religion,,293352
1960,Africa,Mauritania,MAA,No Religion,,0
1965,Africa,Mauritania,MAA,No Religion,,0
1970,Africa,Mauritania,MAA,No Religion,,646
1975,Africa,Mauritania,MAA,No Religion,,723
1980,Africa,Mauritania,MAA,No Religion,,800
1985,Africa,Mauritania,MAA,No Religion,,1500
1990,Africa,Mauritania,MAA,No Religion,,2200
1995,Africa,Mauritania,MAA,No Religion,,2415
2000,Africa,Mauritania,MAA,No Religion,,5600
2005,Africa,Mauritania,MAA,No Religion,,3061
2010,Africa,Mauritania,MAA,No Religion,,3560
1960,Africa,Niger,NIR,No Religion,,1911
1965,Africa,Niger,NIR,No Religion,,2228
1970,Africa,Niger,NIR,No Religion,,2598
1975,Africa,Niger,NIR,No Religion,,3029
1980,Africa,Niger,NIR,No Religion,,3531
1985,Africa,Niger,NIR,No Religion,,4117
1990,Africa,Niger,NIR,No Religion,,4800
1995,Africa,Niger,NIR,No Religion,,5596
2000,Africa,Niger,NIR,No Religion,,8950
2005,Africa,Niger,NIR,No Religion,,10533
2010,Africa,Niger,NIR,No Religion,,15200
1960,Africa,Ivory Coast,CDI,No Religion,,79
1965,Africa,Ivory Coast,CDI,No Religion,,402
1970,Africa,Ivory Coast,CDI,No Religion,,2035
1975,Africa,Ivory Coast,CDI,No Religion,,10276
1980,Africa,Ivory Coast,CDI,No Religion,,18518
1985,Africa,Ivory Coast,CDI,No Religion,,26759
1990,Africa,Ivory Coast,CDI,No Religion,,143000
1995,Africa,Ivory Coast,CDI,No Religion,,144000
2000,Africa,Ivory Coast,CDI,No Religion,,120000
2005,Africa,Ivory Coast,CDI,No Religion,,135000
2010,Africa,Ivory Coast,CDI,No Religion,,124000
1960,Africa,Guinea,GUI,No Religion,,3620
1965,Africa,Guinea,GUI,No Religion,,4123
1970,Africa,Guinea,GUI,No Religion,,4696
1975,Africa,Guinea,GUI,No Religion,,5348
1980,Africa,Guinea,GUI,No Religion,,6000
1985,Africa,Guinea,GUI,No Religion,,7000
1990,Africa,Guinea,GUI,No Religion,,8000
1995,Africa,Guinea,GUI,No Religion,,10988
2000,Africa,Guinea,GUI,No Religion,,13976
2005,Africa,Guinea,GUI,No Religion,,20637
2010,Africa,Guinea,GUI,No Religion,,19259
1960,Africa,Burkina Faso,BFO,No Religion,,184
1965,Africa,Burkina Faso,BFO,No Religion,,283
1970,Africa,Burkina Faso,BFO,No Religion,,435
1975,Africa,Burkina Faso,BFO,No Religion,,667
1980,Africa,Burkina Faso,BFO,No Religion,,900
1985,Africa,Burkina Faso,BFO,No Religion,,25450
1990,Africa,Burkina Faso,BFO,No Religion,,50000
1995,Africa,Burkina Faso,BFO,No Religion,,54945
2000,Africa,Burkina Faso,BFO,No Religion,,55000
2005,Africa,Burkina Faso,BFO,No Religion,,61500
2010,Africa,Burkina Faso,BFO,No Religion,,78188
1945,Africa,Liberia,LBR,No Religion,,0
1950,Africa,Liberia,LBR,No Religion,,0
1955,Africa,Liberia,LBR,No Religion,,0
1960,Africa,Liberia,LBR,No Religion,,0
1965,Africa,Liberia,LBR,No Religion,,0
1970,Africa,Liberia,LBR,No Religion,,0
1975,Africa,Liberia,LBR,No Religion,,19387
1980,Africa,Liberia,LBR,No Religion,,23606
1985,Africa,Liberia,LBR,No Religion,,28744
1990,Africa,Liberia,LBR,No Religion,,35000
1995,Africa,Liberia,LBR,No Religion,,42617
2000,Africa,Liberia,LBR,No Religion,,50234
2005,Africa,Liberia,LBR,No Religion,,52120
2010,Africa,Liberia,LBR,No Religion,,41673
1965,Africa,Sierra Leone,SIE,No Religion,,0
1970,Africa,Sierra Leone,SIE,No Religion,,0
1975,Africa,Sierra Leone,SIE,No Religion,,0
1980,Africa,Sierra Leone,SIE,No Religion,,0
1985,Africa,Sierra Leone,SIE,No Religion,,0
1990,Africa,Sierra Leone,SIE,No Religion,,72300
1995,Africa,Sierra Leone,SIE,No Religion,,63163
2000,Africa,Sierra Leone,SIE,No Religion,,50000
2005,Africa,Sierra Leone,SIE,No Religion,,76444
2010,Africa,Sierra Leone,SIE,No Religion,,75086
1960,Africa,Ghana,GHA,No Religion,,0
1965,Africa,Ghana,GHA,No Religion,,5676
1970,Africa,Ghana,GHA,No Religion,,8978
1975,Africa,Ghana,GHA,No Religion,,11589
1980,Africa,Ghana,GHA,No Religion,,14200
1985,Africa,Ghana,GHA,No Religion,,31100
1990,Africa,Ghana,GHA,No Religion,,48000
1995,Africa,Ghana,GHA,No Religion,,55844
2000,Africa,Ghana,GHA,No Religion,,1202603
2005,Africa,Ghana,GHA,No Religion,,806411
2010,Africa,Ghana,GHA,No Religion,,1439835
1960,Africa,Togo,TOG,No Religion,,66
1965,Africa,Togo,TOG,No Religion,,176
1970,Africa,Togo,TOG,No Religion,,467
1975,Africa,Togo,TOG,No Religion,,1233
1980,Africa,Togo,TOG,No Religion,,2000
1985,Africa,Togo,TOG,No Religion,,4600
1990,Africa,Togo,TOG,No Religion,,7200
1995,Africa,Togo,TOG,No Religion,,9305
2000,Africa,Togo,TOG,No Religion,,11410
2005,Africa,Togo,TOG,No Religion,,14463
2010,Africa,Togo,TOG,No Religion,,14365
1960,Africa,Cameroon,CAO,No Religion,,3561
1965,Africa,Cameroon,CAO,No Religion,,4544
1970,Africa,Cameroon,CAO,No Religion,,5799
1975,Africa,Cameroon,CAO,No Religion,,7399
1980,Africa,Cameroon,CAO,No Religion,,9000
1985,Africa,Cameroon,CAO,No Religion,,20000
1990,Africa,Cameroon,CAO,No Religion,,31000
1995,Africa,Cameroon,CAO,No Religion,,66562
2000,Africa,Cameroon,CAO,No Religion,,75000
2005,Africa,Cameroon,CAO,No Religion,,131890
2010,Africa,Cameroon,CAO,No Religion,,145090
1960,Africa,Nigeria,NIG,No Religion,,69960
1965,Africa,Nigeria,NIG,No Religion,,89712
1970,Africa,Nigeria,NIG,No Religion,,115041
1975,Africa,Nigeria,NIG,No Religion,,147520
1980,Africa,Nigeria,NIG,No Religion,,180000
1985,Africa,Nigeria,NIG,No Religion,,190000
1990,Africa,Nigeria,NIG,No Religion,,200000
1995,Africa,Nigeria,NIG,No Religion,,258171
2000,Africa,Nigeria,NIG,No Religion,,316343
2005,Africa,Nigeria,NIG,No Religion,,385115
2010,Africa,Nigeria,NIG,No Religion,,484129
1960,Africa,Gabon,GAB,No Religion,,0
1965,Africa,Gabon,GAB,No Religion,,0
1970,Africa,Gabon,GAB,No Religion,,0
1975,Africa,Gabon,GAB,No Religion,,1750
1980,Africa,Gabon,GAB,No Religion,,3500
1985,Africa,Gabon,GAB,No Religion,,5250
1990,Africa,Gabon,GAB,No Religion,,7000
1995,Africa,Gabon,GAB,No Religion,,11946
2000,Africa,Gabon,GAB,No Religion,,16893
2005,Africa,Gabon,GAB,No Religion,,18500
2010,Africa,Gabon,GAB,No Religion,,22500
1960,Africa,Central African Republic,CEN,No Religion,,747
1965,Africa,Central African Republic,CEN,No Religion,,1495
1970,Africa,Central African Republic,CEN,No Religion,,2242
1975,Africa,Central African Republic,CEN,No Religion,,0
1980,Africa,Central African Republic,CEN,No Religion,,12621
1985,Africa,Central African Republic,CEN,No Religion,,17811
1990,Africa,Central African Republic,CEN,No Religion,,23000
1995,Africa,Central African Republic,CEN,No Religion,,24067
2000,Africa,Central African Republic,CEN,No Religion,,45000
2005,Africa,Central African Republic,CEN,No Religion,,52000
2010,Africa,Central African Republic,CEN,No Religion,,56000
1960,Africa,Chad,CHA,No Religion,,587
1965,Africa,Chad,CHA,No Religion,,765
1970,Africa,Chad,CHA,No Religion,,997
1975,Africa,Chad,CHA,No Religion,,1298
1980,Africa,Chad,CHA,No Religion,,1600
1985,Africa,Chad,CHA,No Religion,,2800
1990,Africa,Chad,CHA,No Religion,,4000
1995,Africa,Chad,CHA,No Religion,,5818
2000,Africa,Chad,CHA,No Religion,,12400
2005,Africa,Chad,CHA,No Religion,,19800
2010,Africa,Chad,CHA,No Religion,,28900
1960,Africa,Congo,CON,No Religion,,2023
1965,Africa,Congo,CON,No Religion,,3633
1970,Africa,Congo,CON,No Religion,,6523
1975,Africa,Congo,CON,No Religion,,11711
1980,Africa,Congo,CON,No Religion,,16900
1985,Africa,Congo,CON,No Religion,,28450
1990,Africa,Congo,CON,No Religion,,40000
1995,Africa,Congo,CON,No Religion,,64888
2000,Africa,Congo,CON,No Religion,,109000
2005,Africa,Congo,CON,No Religion,,214000
2010,Africa,Congo,CON,No Religion,,295000
1960,Africa,Democratic Republic of the Congo,DRC,No Religion,,2968
1965,Africa,Democratic Republic of the Congo,DRC,No Religion,,3983
1970,Africa,Democratic Republic of the Congo,DRC,No Religion,,5345
1975,Africa,Democratic Republic of the Congo,DRC,No Religion,,7172
1980,Africa,Democratic Republic of the Congo,DRC,No Religion,,9000
1985,Africa,Democratic Republic of the Congo,DRC,No Religion,,72000
1990,Africa,Democratic Republic of the Congo,DRC,No Religion,,135000
1995,Africa,Democratic Republic of the Congo,DRC,No Religion,,174863
2000,Africa,Democratic Republic of the Congo,DRC,No Religion,,427000
2005,Africa,Democratic Republic of the Congo,DRC,No Religion,,472000
2010,Africa,Democratic Republic of the Congo,DRC,No Religion,,345000
1965,Africa,Uganda,UGA,No Religion,,428
1970,Africa,Uganda,UGA,No Religion,,1039
1975,Africa,Uganda,UGA,No Religion,,2519
1980,Africa,Uganda,UGA,No Religion,,4000
1985,Africa,Uganda,UGA,No Religion,,42000
1990,Africa,Uganda,UGA,No Religion,,80000
1995,Africa,Uganda,UGA,No Religion,,86115
2000,Africa,Uganda,UGA,No Religion,,125000
2005,Africa,Uganda,UGA,No Religion,,305800
2010,Africa,Uganda,UGA,No Religion,,133345
1965,Africa,Kenya,KEN,No Religion,,1335
1970,Africa,Kenya,KEN,No Religion,,2002
1975,Africa,Kenya,KEN,No Religion,,3001
1980,Africa,Kenya,KEN,No Religion,,4000
1985,Africa,Kenya,KEN,No Religion,,12500
1990,Africa,Kenya,KEN,No Religion,,21000
1995,Africa,Kenya,KEN,No Religion,,22592
2000,Africa,Kenya,KEN,No Religion,,45000
2005,Africa,Kenya,KEN,No Religion,,65000
2010,Africa,Kenya,KEN,No Religion,,133500
1965,Africa,Tanzania,TAZ,No Religion,,13840
1970,Africa,Tanzania,TAZ,No Religion,,20454
1975,Africa,Tanzania,TAZ,No Religion,,30227
1980,Africa,Tanzania,TAZ,No Religion,,40000
1985,Africa,Tanzania,TAZ,No Religion,,50000
1990,Africa,Tanzania,TAZ,No Religion,,60000
1995,Africa,Tanzania,TAZ,No Religion,,89677
2000,Africa,Tanzania,TAZ,No Religion,,105000
2005,Africa,Tanzania,TAZ,No Religion,,310000
2010,Africa,Tanzania,TAZ,No Religion,,385000
1965,Africa,Burundi,BUI,No Religion,,11
1970,Africa,Burundi,BUI,No Religion,,101
1975,Africa,Burundi,BUI,No Religion,,876
1980,Africa,Burundi,BUI,No Religion,,1651
1985,Africa,Burundi,BUI,No Religion,,2425
1990,Africa,Burundi,BUI,No Religion,,3200
1995,Africa,Burundi,BUI,No Religion,,3613
2000,Africa,Burundi,BUI,No Religion,,10500
2005,Africa,Burundi,BUI,No Religion,,10350
2010,Africa,Burundi,BUI,No Religion,,22000
1965,Africa,Rwanda,RWA,No Religion,,0
1970,Africa,Rwanda,RWA,No Religion,,0
1975,Africa,Rwanda,RWA,No Religion,,500
1980,Africa,Rwanda,RWA,No Religion,,1000
1985,Africa,Rwanda,RWA,No Religion,,1500
1990,Africa,Rwanda,RWA,No Religion,,2000
1995,Africa,Rwanda,RWA,No Religion,,8782
2000,Africa,Rwanda,RWA,No Religion,,15564
2005,Africa,Rwanda,RWA,No Religion,,22500
2010,Africa,Rwanda,RWA,No Religion,,36200
1960,Africa,Somalia,SOM,No Religion,,6386
1965,Africa,Somalia,SOM,No Religion,,5528
1970,Africa,Somalia,SOM,No Religion,,4786
1975,Africa,Somalia,SOM,No Religion,,4143
1980,Africa,Somalia,SOM,No Religion,,3500
1985,Africa,Somalia,SOM,No Religion,,3200
1990,Africa,Somalia,SOM,No Religion,,2900
1995,Africa,Somalia,SOM,No Religion,,3686
2000,Africa,Somalia,SOM,No Religion,,4473
2005,Africa,Somalia,SOM,No Religion,,4185
2010,Africa,Somalia,SOM,No Religion,,4087
1980,Africa,Djibouti,DJI,No Religion,,5467
1985,Africa,Djibouti,DJI,No Religion,,5892
1990,Africa,Djibouti,DJI,No Religion,,6350
1995,Africa,Djibouti,DJI,No Religion,,6843
2000,Africa,Djibouti,DJI,No Religion,,4500
2005,Africa,Djibouti,DJI,No Religion,,6700
2010,Africa,Djibouti,DJI,No Religion,,8500
1945,Africa,Ethiopia,ETH,No Religion,,0
1950,Africa,Ethiopia,ETH,No Religion,,0
1955,Africa,Ethiopia,ETH,No Religion,,0
1960,Africa,Ethiopia,ETH,No Religion,,0
1965,Africa,Ethiopia,ETH,No Religion,,0
1970,Africa,Ethiopia,ETH,No Religion,,0
1975,Africa,Ethiopia,ETH,No Religion,,2500
1980,Africa,Ethiopia,ETH,No Religion,,5000
1985,Africa,Ethiopia,ETH,No Religion,,35000
1990,Africa,Ethiopia,ETH,No Religion,,65000
1995,Africa,Ethiopia,ETH,No Religion,,76045
2000,Africa,Ethiopia,ETH,No Religion,,98200
2005,Africa,Ethiopia,ETH,No Religion,,79500
2010,Africa,Ethiopia,ETH,No Religion,,105200
1995,Africa,Eritrea,ERI,No Religion,,60000
2000,Africa,Eritrea,ERI,No Religion,,65000
2005,Africa,Eritrea,ERI,No Religion,,55755
2010,Africa,Eritrea,ERI,No Religion,,66898
1975,Africa,Angola,ANG,No Religion,,20000
1980,Africa,Angola,ANG,No Religion,,30000
1985,Africa,Angola,ANG,No Religion,,45000
1990,Africa,Angola,ANG,No Religion,,60000
1995,Africa,Angola,ANG,No Religion,,86599
2000,Africa,Angola,ANG,No Religion,,250000
2005,Africa,Angola,ANG,No Religion,,267000
2010,Africa,Angola,ANG,No Religion,,342000
1975,Africa,Mozambique,MZM,No Religion,,7500
1980,Africa,Mozambique,MZM,No Religion,,12000
1985,Africa,Mozambique,MZM,No Religion,,33500
1990,Africa,Mozambique,MZM,No Religion,,55000
1995,Africa,Mozambique,MZM,No Religion,,69792
2000,Africa,Mozambique,MZM,No Religion,,102500
2005,Africa,Mozambique,MZM,No Religion,,136890
2010,Africa,Mozambique,MZM,No Religion,,192300
1965,Africa,Zambia,ZAM,No Religion,,7812
1970,Africa,Zambia,ZAM,No Religion,,10256
1975,Africa,Zambia,ZAM,No Religion,,13128
1980,Africa,Zambia,ZAM,No Religion,,16000
1985,Africa,Zambia,ZAM,No Religion,,17500
1990,Africa,Zambia,ZAM,No Religion,,19000
1995,Africa,Zambia,ZAM,No Religion,,17935
2000,Africa,Zambia,ZAM,No Religion,,18871
2005,Africa,Zambia,ZAM,No Religion,,20559
2010,Africa,Zambia,ZAM,No Religion,,23431
1965,Africa,Zimbabwe,ZIM,No Religion,,7621
1970,Africa,Zimbabwe,ZIM,No Religion,,9197
1975,Africa,Zimbabwe,ZIM,No Religion,,11098
1980,Africa,Zimbabwe,ZIM,No Religion,,13000
1985,Africa,Zimbabwe,ZIM,No Religion,,49000
1990,Africa,Zimbabwe,ZIM,No Religion,,85000
1995,Africa,Zimbabwe,ZIM,No Religion,,110851
2000,Africa,Zimbabwe,ZIM,No Religion,,175000
2005,Africa,Zimbabwe,ZIM,No Religion,,253000
2010,Africa,Zimbabwe,ZIM,No Religion,,311930
1965,Africa,Malawi,MAW,No Religion,,425
1970,Africa,Malawi,MAW,No Religion,,507
1975,Africa,Malawi,MAW,No Religion,,603
1980,Africa,Malawi,MAW,No Religion,,700
1985,Africa,Malawi,MAW,No Religion,,7133
1990,Africa,Malawi,MAW,No Religion,,13567
1995,Africa,Malawi,MAW,No Religion,,24514
2000,Africa,Malawi,MAW,No Religion,,55000
2005,Africa,Malawi,MAW,No Religion,,75000
2010,Africa,Malawi,MAW,No Religion,,87882
1945,Africa,South Africa,SAF,No Religion,,7396
1950,Africa,South Africa,SAF,No Religion,,19918
1955,Africa,South Africa,SAF,No Religion,,53634
1960,Africa,South Africa,SAF,No Religion,,87350
1965,Africa,South Africa,SAF,No Religion,,121065
1970,Africa,South Africa,SAF,No Religion,,154781
1975,Africa,South Africa,SAF,No Religion,,526464
1980,Africa,South Africa,SAF,No Religion,,898147
1985,Africa,South Africa,SAF,No Religion,,1269831
1990,Africa,South Africa,SAF,No Religion,,1455672
1995,Africa,South Africa,SAF,No Religion,,3250000
2000,Africa,South Africa,SAF,No Religion,,1850000
2005,Africa,South Africa,SAF,No Religion,,2525000
2010,Africa,South Africa,SAF,No Religion,,3200000
1990,Africa,Namibia,NAM,No Religion,,12800
1995,Africa,Namibia,NAM,No Religion,,17811
2000,Africa,Namibia,NAM,No Religion,,32500
2005,Africa,Namibia,NAM,No Religion,,36557
2010,Africa,Namibia,NAM,No Religion,,41443
1970,Africa,Lesotho,LES,No Religion,,618
1975,Africa,Lesotho,LES,No Religion,,659
1980,Africa,Lesotho,LES,No Religion,,700
1985,Africa,Lesotho,LES,No Religion,,2050
1990,Africa,Lesotho,LES,No Religion,,3400
1995,Africa,Lesotho,LES,No Religion,,4154
2000,Africa,Lesotho,LES,No Religion,,14500
2005,Africa,Lesotho,LES,No Religion,,4213
2010,Africa,Lesotho,LES,No Religion,,5800
1970,Africa,Botswana,BOT,No Religion,,0
1975,Africa,Botswana,BOT,No Religion,,350
1980,Africa,Botswana,BOT,No Religion,,700
1985,Africa,Botswana,BOT,No Religion,,1050
1990,Africa,Botswana,BOT,No Religion,,1400
1995,Africa,Botswana,BOT,No Religion,,2025
2000,Africa,Botswana,BOT,No Religion,,15200
2005,Africa,Botswana,BOT,No Religion,,34200
2010,Africa,Botswana,BOT,No Religion,,45000
1970,Africa,Swaziland,SWA,No Religion,,0
1975,Africa,Swaziland,SWA,No Religion,,1875
1980,Africa,Swaziland,SWA,No Religion,,3750
1985,Africa,Swaziland,SWA,No Religion,,5000
1990,Africa,Swaziland,SWA,No Religion,,7500
1995,Africa,Swaziland,SWA,No Religion,,8790
2000,Africa,Swaziland,SWA,No Religion,,11933
2005,Africa,Swaziland,SWA,No Religion,,13560
2010,Africa,Swaziland,SWA,No Religion,,14449
1960,Africa,Madagascar,MAG,No Religion,,2835
1965,Africa,Madagascar,MAG,No Religion,,3447
1970,Africa,Madagascar,MAG,No Religion,,4191
1975,Africa,Madagascar,MAG,No Religion,,5095
